text,label
لو عمل عقد+ة لواء كل يوم تويت ابكي ارتاح,0
ثقاف+ة ذبح ليس من شيم+ة جبران باسيل,0
رئيس جمهوري+ة عاجز عن محاسب+ة أي شخص,0
حسب معطى متداول إن هناك وعد لقي اه رئيس حكوم+ة سعد حريري من دول+ة خليجي توظيف مال,0
فخام+ة رئيس لو شي فقير عبيعمل غرف+ة حتى ينيم ادو كان تمرجل على عماد عثمان بس هذا زلمي اسام شهاب عامل مشروع دون رخص+ة,0
سن+ة هي سن+ة مقامر+ة مصير لبنان شعب هي سن+ة تصريف مال حج+ة تصريف عمل هي سن+ة سرق+ة عل,0
تعوا اتفق ع شغل يا مسؤول يللي بد و سرق سرق بس لا ما خلى عرف,0
أنا بوصلو عن ماتعتلي هم يلا ئامو هههههههههههههههههههههههههههههههههههههههههههههه,0
شكر على ذوق دائم مبيضلنا جن شيخ نصر دين غريب,0
كلب جبران,1
نشر صور+ة ضحي+ة حرك+ة حقير استدعاء تدخل خارجي في سوريا أن طيار روسي الي عم قصف هي من طير بادي+ة سور,0
صراح+ة نفس اشوف ولاد وسخ لي قال مدرب أجنبي من الله رب ياخدك ي,1
أي رأي اعتذر وضوح على تمرد جبه+ة خراب وان كان نائب رئيس طرطور وان مرسى رئيس شرعى مخطوف كان ايقون جمع كل ثوا,1
ل عن قلب عم يا اوطى مخلوق عوج أرض روح انقبر كول قاتل من مرتك,1
نفس خبر جبران باسيل شفلي مرق على هيدا موقع شي,0
كل اتباع أ مي يا,0
شر برقبتك يا واطي تاريخ و حاضر و شعبي+ة و مستقبل بيس رقب+ة يا عديم خلق,1
شخبط شخابيط خبط لخابيط مسك لون و رسم عالحيط عراي نانسي,0
شف من حكم رجل مشى زوج+ة متبرج تخالط رجل لامس وش رجي من أشكال خل رجول+ة عن وحم اهلك من الي استعمروك,1
"رحم الله شهيد دين صحو نفيس غالي من أجل ان عاش نحن
أسرى من ريف اريفيين سقطو في ايدي اسبان سن+ة",0
كم أنت محترم يا شريف يا مخلص هذا احقر من اقزام ان جرد خاف نور لا عاش الا بين مجرى االكواليس,1
فخام+ة رئيس صرماي عراسك رأس سليل+ة رأس كل واحد أحب يا لا شرف يا وسخ يا معتوه صرماي أشرف من من سليل+ة,1
جبران باسيل مهضوم كتير قال بدوي عمر سوريا و هوي ببلدو لبنان مش قادر عمر مجرور,1
اكتشف إن منحرف مو إنحراف عادي لا,0
متلك كتار تارك دني مش شايف إلا وزير باسيل قال هي جبران عمل هي يا ري أنت غير بتحكوا,0
احتاج الى عميل سوري يا مفتن جوق طبلي لزمرلك أولاد أنيس عاهر+ة,1
راجل ده أم متناك و أبو متناك زي أم,1
يا أخ روح عيش سوريا كل نهار حلف حيا+ة بشار أسد روححححححححح و قلب داعيلك ريح و أنا عطي مطرب,0
مبقاش غير انجاس راضع بن كبير شارب بول بعير لي تكلم علي أسياد,1
أنت يا جرذون طهر نيع قبل ما حكى عن أسد,1
ده أنت دني,1
ما سمع جعار مبارح على قصف إسرائيلي ولي اغتصب سماء سوريا نباح و عويل جيش أبو شحاط وصل قبرص,1
كول هو ياللبناني انفضح الله فضح كل كلب لي مثل,1
ل سيد الله ياخذ مو مشكل+ة مشكل+ة جني داشر عم يكتملي هالحسابات دون أدنى درج+ة من درج+ة أدب و ل+باق,0
ان بعض عشان تشيل عن حال ها صف+ة أنت أكبر مطبل عرص,1
عاجل وزير خارجي+ة لبناني جبران باسيل أمير قطر كسر حصار الذي كان فرض على قم+ة شكر على خطو+ة مشارك+ة شخصي,0
هذا واحد عميل كلب قاتل رشيد رامي,1
ل+عن الله علي محمد هاشمي فيصل قاسم كل خنزير قطر أعداء اس م مسلم,1
حسن نصر الله قال عن جبران باسيل صديق,0
لازم كل مسؤول قال انو بحر مش ملوث حط على عين عمل غطس قدام كامرا,0
هيدا واحد سفيه,1
كل خنزير مجوس,1
رئيس مجلس نائب واسط+ة قوي و,0
التفات+ة جميل من أستاذ ديم+ة,0
متى كان وهاب وطنى لا زاد على ان أحد حذاء نصر شيطان في لبنان لا جعل من وطنى لان هاجم,1
متتزوجيش و عاش حيا+ة دون مايقولو باير و مسكين,1
أهم شي عمل سكر شو تبع عالسفارة سعودي+ة عشان عمل حساب رز,0
أما وزير خارجي+ة جبران باسيل كان ل جهد حثيث كبير في توصل الى صيغ+ة عربي مشترك,0
صاير بايخ خليك صرماي اهضم,1
ياليت تنور بعض موقف عظيم أن فعل لا أذكر ل الا موقف خزي منذ حرب عراق مرور اقذر احداث في تاريخ مصر,1
طعمرك هيدا استفراغ هيدا شعر,1
طز هي عرب طز هي دول+ة تفو,1
أنت طلب من سوري عود+ة الى لبنان هل أراد ان أقبل هذا أنت تكلم صراخ أنا أريد عقل فكر أسمع,0
عنى ما كف مرض+ان تجو بتتمسخرو على شو انعدام ضمير هادي,0
كول هو اندعستوا خلص بئ انكتموا,1
طز في بي ولي شد عمشدك كان فرج مراجل وطني+ة ما كان معلم عم بي سحسحولو على رايح جاي بي مملك+ة خير على قليل تصريح الايرانيه دل على قو+ة لبنان في وجه صهيوني اسيادك بعد هل مطلوب من مقاوم+ة عدم رد على اي حماق إسرائيلي على لبنان شر يا قذم,1
شمات+ة أي بس هو ما نشاور ع غباء مسؤل بقي شمات+ة,1
باير مرأ+ة أو فتا+ة عند,1
هل من معقول لبنان شعب رضي رئيس وزير فعل ب قحطان+ي ما فعل عن احتجاز هذا لبنان فوق جميع,0
اوص ما بقى في تلا جبران باسيل,0
أنا أعرف أن شرب من بول بعير أكل ضب اكتر شعب و+طى أن شعب دوى رأى,1
وئام وهاب أمير قطر لا أهل لا سهل أمير دعم إرهاب راعي اخوان منافق في بيروت سد نيع يا صرماي,1
عربي كل بد حرق بس,1
تأبط شر باسيل جبران,0
ابد أكره رجل الي تدخل في أمور حريم ياخي لزق استرجل كان من,1
مع حق بلد جبران خليل جبران صار بلد جبران باسيل بدل فيروز صار عن وديع شيخ,0
درس في تاريخ,0
شو هالزمن يللي خلا مياومو إعلام أقام إنسان شاغل كون متل جبران باسيل,0
بول بعير مين يا بنت صليب كلب يا مرشومة,1
من مقابل+ة جبران باسيل مع سيإنإن أمن إسرائيل هو حق,0
وجود عثمان مثل مس مصداقي+ة قو+ة أمن سقط هيب+ة,0
من انحراف صلاح نصر الى مخابر+ة شتم و سب و تربي+ة شراميط,1
ل يا أحمد كتب التوي و عمل ريتويت حال ل هلقد بطل حد متابع أنا وعد ما رح ترك باقي,0
طيزك قرع+ة يا أبو شخ,1
طبيعي مو كل دنيا كان عرف بس عنى شي من لا كل,0
ما أفهم كيف ناس يبررو غلط+ة اب رأى لبس مالي دخل هو من جو معتل احتاج علاج نفس عنى حتى اب خاف من,0
ما كان مفكر جبران باسيل اله لا يا عم زلمي متلتنا متلو,0
إذ شي لا حد من بس عتقد جبران باسيل اكترى واحد مؤهل في,0
ضرب بهالمنظر,1
هل فكر أن شرب بول بعير ليس حلال أن نجس مكرو+ه نفر من حيوان قب,1
اسرائيل ربح و حصل على تأييد دولي لان هناك من دعا,0
باسيل بحث نظير عربي عود+ة سوريا إلى جامع+ة عربي,0
هيدي مش وزير هيدي شيطان حكوم+ه عامل فوق ال عملي+ة تجميل بعد بشع يا محل مسخ,1
أهم من كل ده مطلوب محسب جاني ان كان فرد أو جماع+ة مش اكتر ومنقبلش ان خنزير قال فرض عقوب+ة علي سعودي+ة لا ح,1
و آفارق و عربي توع شمال افريقيا لي بيبيعوا مخدر و أثبت ناس و لو مسلم بيشربوا عادي و خلاص كدا مين أوروبي ناو,1
عرف سلمان الي طاح من فوق وايت,0
مدري من قايل ل نجيب خنزير مشوي و+يسكي,1
يا باير ياللي ل دفع مخطوبيين,1
ك+أن و+أ صايري خمس+ون شوي مبين عليكي الله عمر غفل,0
احتاج الى رؤيوي جداد,0
هوي ذاتو صدق انو محاول+ة اغتيال,0
بعد مقابل+ة وزير جبران باسيل على تي في,0
أن يا أستاذ حبيب أنت من مثل من فكر همجي دموي لا تفهم الا لغ+ة حرب دم خراب أنتم ثقاف+ة,1
عكس هنا كتب تاريخ,0
دمشق غالي مثل ما كل سوريا غالي لكن نظام حكم متهم جريم+ة حرب قتل أكثر من مليون سوري بشار من مع,0
هل جاز ان ضحى مرفق مشى مخطط رأس الذي قتل نفس ل جهنم بئس مصير,0
حتي تحرش محروم من,1
أول هم ليس جرب الا ان كان فارس+ي,1
أول جبران باسيل أخطأ هالشي محسوم ما حد حاول ترجم,0
الله انتي قحب متناك الله كثير من بنت مغرب قحاب,1
هذا إرهابي صنع+ة دول+ة إرهابي بريطانيا سابق حالي أمريكا صهيوني+ه هي من ورط شارب بول بعير في ارتكاب الم,1
يا وائل كلام جبران باسيل خاطئ غير مقبول هو وزير في حكوم+ة بيان قال ان إسرائيل هي عدو ليس من واجب,0
بد تعميل رايتينغ حلق+ة هاجم جبران باسيل أو إذكر إسم مياومو اعلام,0
حين تترحم على وسام نت لم ترك أهم ولاشتيمه لا قل+ة على صحيح ان عفن,1
مياده هل علم ان ألمانيا مكان قنا+ة عانى من تحرش,1
لا هو اساس شارب بول بعير لان يخربط,1
صادق,0
انقطع وصل لا درى يش حد الله أن فقد من كبير خساااير ودي عرف من وقف ضد ضد عواذل باير وقت باااير,1
ل أصل اكتر بلد عربي قرار داخلي مي مي دول+ة اشتغل في لا ميزاني+ة وبلاحكومة,0
أتى يوم انتصر حق عل باطل سوف رأى كل مجرم وراء قضيب,0
باسيل بحث نظير عربي عود+ة سوريا إلى جامع+ة عربي,0
على قضاء ان تحرك,0
متل ما فهم إنو جبران باسيل فجأ+ة صار مستقتل بد و وزار+ة بيئ+ة,0
كل عام أنتم خير عيد أضحى سعيد,0
مساء خير معلا+ة,0
كي الله يا مصر,0
ما ان عائش فيليب+ين ما أكل كثير لان صراح+ة أكل أكثر خنزير كم جبه تأكل,1
أنت يا مرسي ضد محتل غاصب يا سنكوح يا بقحتك شاف صور بلاش عمل في بطل كلام فارغ,1
فعل سياسي لبنان حيرونا أمس قريب كان وجه انتقاد دول+ة أن لم رخص شرك+ة آخر,0
وئام بمنارتك نهتدي اجتمع صوت وعي انبثاق حر وئام غد+ا كالطودالراسخ أشم عظيم,0
هههههههههههه الله يلعنكوا إذ كوا صديق قرد خنزير,1
يا ولاد هابل,1
اجدب اهو اسم جبران باسيل الله خلف على لبناني لبنان خير,1
مهم نحن فينيقي مش عرب لاجئ سوري ما بيشبهونا,1
خنزير رافض نفق+ة,1
مبارا+ة حالي متل فصيل مسلح جربان ضد جيش جربان,0
هههه سعودي شو هيدا مرتد ولد ولد تان شي كردي,1
شر ب+لي+ة ما يضخك في كل يوم تتدحرجين إلى قعر هزل من سياس+ة ضبابي رؤي+ة,0
معصي+ة راح+ة ديوث,1
مين قدر أوصى ل رسال+ة وجوب مشارك+ة سوريا قم+ة عربي عدم مقاطع+ة طريق+ة أفضل نبي بر ام جبران باسيل أول استعمل بل,0
جبران باسيل قلق من خرق إسرائيلي يوم+ي ل استقلال سياد+ة لكن لم ترف عين من محاول+ة عصاب+ة سفاح تفجير مسجد في طرابلس,0
ر ئيس الت نسي خسر دعوى قضائي رفع على مواطن تونسي قضاء عاقب عاقب ر ئيس نحن عن ا جبران اسي,0
اعتذر عن عدم رد على تويت مشغول لشوشتي في فعالي+ة مجلس أعلى عالم حب+ا كام ريختر,0
فهمني شو عنى ثور+ة هدا مخلوق ديما عجيب غريب,0
نسوان حساس الله يوخذ يا شيخ,0
ما في لزوم شرح,0
فعل غريب هالمخلوق محاولاتو يائس يتزع م طائف+ة ما تكل لا مل,0
كيف اغض نظر عن أنت ملك ماتملك,0
أن نسي لا نسي شهيد دامور ال الذي سقط,0
ناني رجل بتشهدلك يا بنت جبل,0
أربع سن+ة مادخلتوها دخل ابشهر لا لا يوم أكيد امكثر من شرب بول بعير اوليش شرب هو أنت بعير ابن بعير,1
سليل حسب فعل سليل جحش ابن جحش ابن وحش سليل حي امتياز,1
الله طال عمر يا معلم يا إبن معروف أصل,0
من ضاحي+ة أبي هنا دمشق,0
مين أنت شو تاريخ شو ماضي شو أصل شو فصل لي بيشغلوك يستحوا في مين أنت يا صغير يا لا تهذيب يا,0
لو جبران باسيل عم اشتغل عمل رئيس بعد سن+ة كان فتح احلى مافيا توظيف مع بلطجي,0
كل ما استمتع سرع+ة بديه+ة زميل نادي بساط برنامج مين عرف زاد عند قناع+ة انو هي برنامج خلق بعض برافو,0
الك عين دافع عن روسيا هي عم اعترف انو كل طلع+ة لأسرائيل عند علم في شو وجود روسي إذ مش جايين يدافعو عن شعب قياد+ة سوري هيدا دليل انو روسي إسرائيل أمريكا هني ب فضل رد يا روسي ع إسرائيل وين دفاع جوي ل,0
الله يلعنك انتي يا يا لا شرف,1
يا عزيز مريوم إمار+ة بقي حليف ملك ثابت+ة واضح دكتور علي,0
اقترح ردم لاجئ بحر على طريق+ة ردم جبل نفاي+ة صيدا,1
يا حبيب سعد حريري باع دم يو رمل عمر سوريا تفه شو واطي رح تروحو تحت دعس طول بال أنت بد حكى رأيس وليد بك جنبلاط يا طي,1
أصبح سلع+ة باير اتباع لا نشر,1
على جرح جبتلن هي,0
كيف حاسب عثمان موظف لدى معلم كبير نفذ أمر,0
أمر عملي+ة يوم جبران باسيل نفذ أوامر ولاي+ة متحد إسرائيل أراد تغيير عقيد+ة جيش,0
حيا+ة سند مستشار أمين عام أم+ة متحد باني كي مون من عام مسلم,0
سأل سؤال هل ملبس فاضح مذيع تسبب تحرش ام ان حري+ة تعبير عن رأي,1
هي واقف على عماد عثمان فقط إذ دقق وضع بلد وجد أن وضع أنهار سقط من أسقط لا أحد من نهب لا أ,0
عاه+ة ياوطن,1
لا فرق بين نفاي+ة بيروت في شارع علم مصر في فضاء كل زبال+ة,1
يا غايظهن يا جبران باسيل أنت حبيب قلب,0
سبحان الله وين ما روح ياخد خراب معو شو هالبومة هيدا ل شو هالغراب انشالله هرب عالسفارة و يبعتوا عاسرائيل استلم زار,1
ل+أبد حب بنت خال ثابت لا أعلى على,0
جبران باسيل ل+مر ثاني على الت والي أقر حق اسرائيل وجود أمان,0
صرخ+ة وئام أن استفيقوا أمافي فجور سلط+ة ثري هدهد شعب كي نام نامي جوعان شعب ناميحرستك ولي,0
تزوج ابن+ة اعطي+ك وزار+ة خارجي+ه,0
رئيس روح راح روح أنت كل مين شد عمشدك مش تنعترف بدر+ة خلدة أمير صغير أول يا حبيب قلب,1
قاتل الله قروب حريم الي شغال ساع+ة خلاااص قرررقه,1
يا رأى ما هو موقف حماس من قصف همجي على مخيم يرموك,0
اذلف يا كلب,1
قدح جم إذ ربح رح أعطي نص مبلغ ل جبران باسيل,0
ما لفت إلا موضوع انو لازم كان لائق عشان واجه+ة لبنان ل يا طشم عم ينضرب في مثل زبال+ة فساد أي لائق مبي آه يا هبيلي,1
أين وقع شخص في سلم اجتماعي مدى قدر+ة على تأثير على محيط ذاكر+ة و إلمام شأن من كا,0
الله ل+عن ل بشر في وقت خلق,1
متل واحد طايف قبو تبع جاي جار يشفط مي حتى ما طاف بيت ويجي واحد صرخ ل يا حمار هدول ما عم يشفط سواد عين,0
هل عرف مامعنى أن دفع دول+ة نص مليار دولار دول+ة آخر مترنحة إقتصادي كان استطاع أن استثمر,0
منور أستاذ وئام,0
ما بيد زول تحرش بك عشان متبرج,1
هيئ+ة يا يئو أكل سمك متقل ليل+ة هي عم بتكوبس لواء عثمان هي تغط منيح بس نام أحسن ما تاخد رد,0
فعل بس أحسن من بول بعير,1
بس يا كومبارس يا ابن وسخ,1
صباح انوار أنا بس ع م حاول أفهم,0
ل وهاب حبيب في دكتور شاطر إذ أحب ببعتلك عنوان عالج الله أنا بس رمل ما تبليش تلبوس سوبر مان كسر ش,0
طيب شو قيم+ة ولي استفاد مجتمع لو نسوان حجب,0
شر نص عين جمايل أسد على أنت شبيح جوعان ولي كرام+ة أصغر واحد من عن تسو+ا شرف ل استحوا بق ل+عن دين بلد,1
نك رخيص,1
زمن تبعي+ة تعطيل تجسد في سياس+ة جبران باسيل,0
آخر فضيح+ة,0
شكل قاطع أمل ما يطلعلك لا دولار,0
الا شعب إذ حكى ما بيسمعوا حد عنى عالجهتين ماكلين هالدولة متل ل ل تبزئ على يألك عم تشتي,0
لو كان في دول+ة ما حصل غزو جاهلي+ة,0
بلد عم أنهار وجود عهد قوي ليكو عالهبيلة عون وين راسي,1
حريم إذ شافو واحد متزوج أربع أعجب سهر أكثر أو نوم,0
ههه لا مصري يتطلم من أردني,0
شو نوع ولي ضاربو ههههههههههه,1
انتي شكل مو سوري بس عم زعم,0
سكووت لاك كلب خميني,1
حين حل ب مصاب رأى من حول حل ب نفس مصاب هان على ماتجد من ألم لكن عظم أمر إذا كان متفرد مصيب+ة هذا في دنيا لكن في آخر+ة تأمل قول تعالى لن ينفعكم يوم إذ ظلمتم أن في عذاب مشترك الله تبار+ك تعالى نفى من ذهن أولائك هذا مشارك+ة الذي وجد,0
ياعالم مقتل في سجن ذيل كلب تحت تعذيب في سوريا أمكن فرحان خبر قسم الله لو ل من أمر شيء في هاذ,1
كما قال دكتور مرسي ضبط حري+ة مسؤلية و شرمط مرمط,1
يا سيد وئام وهاب تكلم على حجم ما مثل كفى عبث في جبل أنت عرف ان وليد جنبلاط حرص على بقاء كفى تزلف صنع,0
طيب جرب انتحر ل نشوف,0
أنا تعبان من ناس جاهل من حريم من نساو,1
وئام وهاب طائفي سبق وصف مرأ+ة سعودي+ة شوال فحم أسف إمار+ة لم عد,1
واحد سافل,1
نصرالله كلام وزير خارجي+ة جبران باسيل عن ضرور+ة حل مسأل+ة إخفاء إمام صدر كان مهما,0
لو في دول+ة يا معلا+ة وزير حضر+ة مكان خلف قضيب بذاء لسان وإحتقارك قضاء تمرد على قو+ة شرعي+ة,0
يا زلمي ل ما عم تفهموليد بك زعيم جبل أول اوحد حط بدين,1
ظل سلع+ة باير في سوق ماحد اشترى,1
كل عمر إسمع عن أعور دجيل و حمارو و قول معقول بس طلع مزبوط يلا واحد من دي و ثاني أعور شي طز يالالي,1
عفو بس لو وضح مين قصد رئيس+ي,0
قوي من معلا+ة,0
زي كلب بضربو في الله كلب اوفى من,1
جبران باسيل ل+مر ثاني على توالي أقر حق اسرائيل وجود أمان,0
ليك شو رأي حل عن قطر زهقتنا,0
يا فاشل أنت جريد+ة إذا بصير حرب عالمي تال+ت تحط+وا عنوان ضد حريري ل عامل عقد+ة يا معقد كف نزل عمل جول+ة بل سوليدير عرف رح كان مغتاظ من هل مدين+ة جميل ل عمل شهيد حريري ولي من أغتيال سبب هل مدين+ة,0
زع ن من غيب+ة طويل فرحانلك استراح+ة محارب دي بس صوت وحش ياابو نضال ثق+ة في مابتتهزش يانسر,0
شو وضع إعلامي يهودي لي نجس حرم مكي يا واطي ما عند غير سأل عن لي وصل عند انتو شغل تحت طاول+ه,1
راح خبر شو شايف ب جبران باسيل,0
زعلان على اسيادك ياوسخة يا اعق احذي,1
ل قطع عمر اسم على مسمى,1
لابس نظار رمل كثاف+ة إشعاع بول بعير,1
سمع ب صباب قهو+ه عند وليد بك وماصدقت لكن لان دون شك صادق,0
يا عين مل جريد+ة خبر,0
نظر إلى تحرش في غرب من خلال جهد مكافح+ة في غرب نفس,0
صح قتل مليون سوري إرهابي قذر,1
أنت روح اشرب ل كوان بول بعير بتاع أنت تبئه كويس إنشاء الله,1
لي في شي وديعة تجي غير تتقسم على,0
أنا رأي بر بتفتحيلو وزير جبران باسيل ملف هوي بطن امو حلو+ة فكر+ة ما هي,0
ها+ها أسف كان عن حرب دول+ة حاكمتنا متل سوريا سعودي+ة إسرائيل غير أنا قول جبران,0
متأكد أخ نادر ان قديم لان مطلوب قضاء كل عم تساءل كيف سافر,0
نحن لبنان ما باد يسلمو سلاح دول+ة لان شايف كتير منيح دول+ة شو عم عمل شعب روح كول هو و نامي أحسن,1
يوم بعد يوم أكد كثير ان حاقد مأجور قطش روح نامي,1
جبران باسيل لا مثل,0
عنى ما كف مرض+ان تجو بتتمسخرو على شو انعدام ضمير هادي,0
صح طلع ريح+ة يا اسخف,1
راح خبر شو شايف ب جبران باسيل,0
مش شغل حبيب فاضح حالو لا جميلتنا بس عجبني تفكير,0
ذلك صور+ة أمر+ا متبرج ملفت,0
بلد شرك+ة عم أفلس صحيح لان في بلد مثل ورؤسائك من مع,0
لماذا سكوت عن تفاه جبران باسيل اما أنتم موافق على خطاب أمس اما أصبح دول+ة من أعلى هرم الى أسفل ما بين,0
نعم هيدا خسيس هو أكبر عميل صهيوني من زمن حرب لبناني كان كتيب+ة بعد صار قواتجي,1
وهاب ل مشنوق الذي استقوى على صغير هاب كبير كان رعديد,0
طريق+ة أفضل حصل على ريتويت لايك هل أيام تقتطع جزء من مقابل+ة وزير باسيل طبع جزء غير مكتمل ثم غرد ب قال جبران مع تطبيع,0
نبي بر واحد كذاب لعوب ماسوني ع م لعب في منذ ان سلم فكر+ة إنسان شريف نهاي+ة طلع ماسوني عميل و,1
أي جديد ما دا عادي وطن ملي عفن,1
"ابن+ة نور زهراء عمر سن+ة من غير+ة حب سماح+ة سيد حسن نصرالله عند شاهد بارح على هذا حال كتب ل رسال وحد عبر في عن حب لقاء وان أراد تبرع عيدي+ة ل اشترى في سلاح مقاوم+ة
هذا هم ولد تعلم حب حسين عصر من كربلاء مقاوم+ة",0
خر على و على جرز ضاحي+ة كلب إيران وليد جنبلاط تاج على راسكن,1
خرفان سيسي محروق خافي يا أردوغان,1
شيخ أسام+ة شرف رأس,0
صرماي عثمان راسي راسي ولي خلفو أنت من و+جب ان كان في سجن يا منافق يا ضيع لن سكت عن قبل ان تك,1
توضيح سياسي معادل+ة سلام مقابل أمن الذي حاول جبران باسيل تسويق عبار+ة من حق اسرائيل أمن شرط ان لا اعتدى,0
شخص غير مسؤول سب قطر شيد إمار+ة لان شكل مادي عم ساعد,0
وهاب ل مشنوق الذي استقوى على صغير هاب كبير كان رعديد,0
ابن حرام اكال بس شارب بول بعير ي عابد سلمان كسم امك في اج,1
انتشار كثيف جيش في كل مدخول عاصم+ة خرطوم,0
حقد دفين حسد على اعراب أكل ضب شارب بول بعير كيف تفوقو على جعل فرغ انفعال,1
طعمرك مازنخك و م اكذب عقاب وهاب وهاب قاتل أبو دياب,1
كذب يا أيوب بدوي علاج جبران باسيل,1
لو قال ان جبران باسيل ما مثل تيار كان صدق+ة اكتر,0
لو تعدد بيد حريم ما بقي وحد+ة ما عدد تعدد مطلب,1
قوم شخ على قبر قائد خالد لا مؤاخز,1
أنا مو نفس نوعي+ة اركض ورا رقص حريم انشر هدف من وراء تغريد,1
يا ياسين زلم+ه ما عندو سيل أخذ منو بدوي حد سكت تم شوي مصار,0
كل متبرج حرم على رائح جن+ه,0
صحيح ميه أنت من بس فرق+ة بين أنت مصالح سوريا هم مصالح جيب,0
ههههه تعيرني عجب شيب ليلى أنت ياولد قاسم خنزير بعير عند غير+ة أطلق اطهر من خنزير ديوث مسلوب الغ,1
الله رحم أول ما ظهر كان شكل تحف+ة لا لبس متناسق لا أفكار كل لوم على اسم يوسف اعطاك شهر+ة لا استحق,1
أنت ذميم كل من نفس زبال+ة,1
و حشااا عم حكى مزبوووططط,0
جمهور وسخ,1
مادزوجيش أخت حي خايف يقولو على باير دزوجي حي نت باغي و أحسن اختيار,0
"يا رسال+ة هبي باالسلام آطرقي باب ألأحبه احترام أفيضي عطر من بين غمام أطرب كل بلبل+ة حمام سلمي من هاتفي أحلى كلام أحب لي ل أغلى مقام
مساء معطر ذكر الله
تويتر عراق",0
ماذا عن فرن مخالف قانون عمار لا رخص+ة على ملك عام في خلدة الذي ملك عباس إبراهيم الي,0
مل إذ مارس رياض+ة مشي ألبس جوت ليت عشان يشوفونك حريم لا رأى بسوونك كف+ة شارع,1
أخ حاج إذ شعر ان محرج من انتقاد تصريح جبران باسيل لا داعي أن هاجم منتقد,0
بد ك تنتقضو اشتغل قد ربعو جبران باسيل فعل مش حكي,0
تفه م هم وحد+ة هما متدني ي هههه,1
عشان وقف+ة شوارب غير من حريم,1
من يوم شيع+ة كيو و اوبن مايندد,0
يا جماع كفاي ام حوار دي شكلكوا أبقى وسخ فشخ بعد كد,1
و+جب تحرك عل فوركفى تعدي على حق ناس شبع,0
مش معنى أن شخص راضى وضع وسخ ومبتحاولش تغير أن مفروض كل بقي زيك مش من حق قال حد عاوز حسن من نفس من حي,1
بابا كان بيعذبك و بيلسعك شمع+ه أنت صغير غش كدا كل كلام عن كرام+ة إنساني في د نفسانين بيعالجو,1
أنت واخد بال أنت غلط بس أنا عزر أنا لو دا لو و عمر اي واحد حر هي+ك مكان يا معرص ان كل امهاد زي امك فتح رجل,1
علاق+ة ألف+ي ارتياح دون حب أنجح من علاق+ة ألف+ي حب لكن دون ارتياح,0
كان دمشق مثل ماحكى نائب حد مااستلموها بيت أسد دمشق لم عد دمشق أصبح بيد اسدي+ه,0
في تصريح ل سفير نيجيري لدى إسرائيل يأمل في تعميق علاق+ة بين بلد إسرائيل في مجال صح+ة زراع+ة,0
جبران باسيل يطب ع ق ب ل على خد دول+ة غاصب,0
خبر موت شخص من حرك+ة أمل و أشخاص مارد و شخص ما آلن علاق+ة بس بيكرهو جبران باسيل بعد كلام سيد نصرالله كسر الص,0
جبران باسيل صرمايتو سوى رأس,1
عن الله يا موريتاني ياقذر أصل أنت لا شرف ماتربي زي ناس يا جزم رجل ميت رحم الله,1
إن مدرس+ة وفاء مدرس+ة ميشيل عون تحي+ة الى سي د سي د صدق خلق شرف والى حامل أمان+ة جبران باسيل ما,0
اووووه يممممااااه تصدق خوفتني يا خنزير,1
حمزاوي لي كتبلك تويت دي مش إبراهيم عيسى صح كلام مكلكع دا تبع حمزاوي سايب أكاونتك كدا ل أي حد يلعبلك في إخص,1
الله نصر مسلم عرب من داعم إرهاب مجرم تميم,1
أكد رئيس وزير أن دول+ة مستمر في تخطيط تنفيذ محافظ+ة على مستوى احتياطي آمن من سلع+ة مشير إلى أن لدى احتياطي من سع تكفى ل شهر من يوم قائل مستمر في عمل حفاظ على هذا احتياطي,0
شارع هرم مش لينا ده ل أنتم ملي سعودي خول زيك,1
و انتي لو داير مشى متبرج على راح+ة,1
شراء ذم+ة مصيب+ة,0
بدا ان ال شيخ خنزير ترعرعرت في نفس زريب يا ساد يا رام,1
جبران باسيل لم اخترع شيء جديد و إنما تحدث مثل وزير خارجي+ة إيران أفعال اسرائيل سبب مشكل+ة,0
قليل حق حذاء,1
كلام جبران باسيل أمس عن أمير قطر مدفوع ثمن و فاتور+ة رسم تسديد من خزين+ة شعب قطري منهوب و صدق مث,0
علي نعيم أنت هذا كلام أقر اعترف ان من داعم الا رهاب إيراني في منطق+ة,0
إسرائيل شر مطلق,0
قصد ان سيرينا بشع مثل,0
طلم في واحد ابن ورم زيك كلب خون+ه صهاين عسكر في مصر عمر ماحيكون في معارض أحزاب أو ديموقراطي كتكو ارف مليتو بلد,1
فتش عن علاء خواجة كل شارد وارد,0
كفو,0
كفو,0
ل يش حاطط بكعارو ههههه,0
رمضان يا متناك اح الي عملناك,1
اه ياكلب ياعدوو إسلام ياشيعي يانجس منافق,1
ل ابن ام عيور ابن نكاح جهاد مااعرف شكل أسود صخل لكن قبل حذاء حشد شعبي إيراني الذي ا,1
مش عيب ما تنسبي نفس حد تاني غير ابوكي بطل مجد شخص,1
طز هي وطن وطز ل بده يرجعله,1
لن رأى ناس عين طبع أنتم شارب بول بعير و أكل سحالي بري+ه كلب بربري زنج آخر زمن,1
أنا لو ضراب طبل قول شي عن جبران باسيل صدق دون ما تأكد كون أكيد ان قال,0
جد يا اسم كل مفتقدينك رب يرجعك سلام,0
شاف مهاجر أفريقي اش داير في شارع مدين+ة أكادير,1
نادي وسخ فرق وسخ,1
فيمينستس صار كره علاق+ة اكترى من سلفي+ة,0
